review,sentiment
nên đồng bộ được chia theo album như đã được sắp xếp trên đt cá nhân,negative
Cái thư viện thôi mà làm gì mà căng cứ đòi cập nhật hoài,negative
"lưu trữ mọi khoảnh khắc, rất thích :)",positive
Mấy cái ảnh tưởng mất r may vẫn lưu. Ứng dụng tốt,positive
"Tệ vl, xắp xếp ảnh như cc, hoa cả mắt",negative
rất hay ứng dụng hệ thống (mạc định),positive
google photos toi thay rat huu ich cam on,positive
Thích quá đi thôi mà em cũng vậy nha,positive
Ko rỏ hình ảnh và ko tải ảnh xuống được,negative
"Hình ảnh sắc net, rat đep. Cảm on cac ban.",positive
Nên thêm tính năng bảo mật như nhập mật khẩu hoặc bảo mật sinh trắc học khi vào app để đảm bảo tính riêng tư.,neutral
Oki nhưng mấy lần thấy báo là lưu ảnh rồi báo dọn dẹp ai dè mất 1 mớ hình. báo tầm bậy,negative
khi ổn định video xong rồi chúng tôi rất phân vân không biết video nào đã ổn định. cần đánh dấu ✔. vào photoeditor thì thoát ra lại thấy cái nào như cái nào ... xin cảm ơn,negative
tại sao ảnh lại xếp sai ngày mặc dù trong thông tin của ảnh vẫn đúng ngày,negative
"Bổ sung thêm phần chỉnh sửa ảnh như đánh dấu ảnh hình tròn, vuông,đa giác,dấu mũi tên... nữa thì tuyệt",neutral
Ứng dụng có giá trị lưu trữ ảnh cho mọi người tôi rất thích ứng dụng này,positive
Thật là tuyệt vời Và nó còn có thể tạo phim nữa chứ,positive
ứng dụng rất hay nhưng mà không biết lưu đến khi nào,positive
Tai sao tai ảnh vào google photocopy mà không dc vay,negative
Lưu ảnh nhiều quá ko thích lắm mk cho 4 sao,negative
Mình thấy ứng dụng tiện ích. Ko lo mất ảnh,positive
Ảnh bị mờ tôi muốn ảnh rõ nét hơn,negative
Ứng dụng lưu trữ dc rất nhiều ảnh,positive
"Goglephotos trải nghiệm ứng dụng tốt xếp hạng sứng đáng ,,,5 sao,",positive
"Tôi cần chế độ trợ lý của google ảnh làm các video và hoạt cảnh từ ảnh của tôi tốt hơn nữa ,nhạc nền cần khớp với hình ảnh video hơn nữa",negative
Rat hay. Saoluu ko trùng lap. Xóa cũng dẽ hơn. cần phat huy ..,positive
"Ôi chước tôi vẫn dùng và thấy rất tuyệt vời nên rất thích , nhưng giờ sao lại kg cho dùng nữa nhỉ , vậy là sao cơ chứ",negative
"Ứng dụng tuyệt vời. Nhưng sao không có phản chinh Xửa anh trong ứng dụng này vậy,? Hãy cho tôi câu trả lời",positive
"Ứng dụng rất hay , có thể tìm lại ảnh mình lỡ tay xóa mất ,cảm ơn ứng dụng đã giúp tôi tìm lại ảnh quan trọng của mình",positive
"Ứng dụng này thì tôi rất thích , và ai ai cũng thích , nhưng bữa rồi tôi bị sự cố nên sao lưu và cài đặt lại phần mềm thì , tất cả hình ảnh đều bị mất hết , vậy giờ phải làm cách nào để tải về được vậy nhỉ",positive
Khi cái hình ảnh của tôi bị đầy bộ nhớ thì cái ứng dụng Google Photos đã giúp tôi,positive
Phien ban rat tot va rat hay vay mong nha cup cap phat hanh tot hon nua xin cam on,positive
Dùng rất tốt ak! Hy vọng ứng dụng sẽ phát triển nhìu tính năng hơn nữa,positive
"Khá ổn rồi, nhưng không đặt ảnh làm màn hình khóa được,cần ad bổ sung thêm cho...",neutral
Tốt nhưng dung lượng ít thua flick nên lưu trên flick,positive
"Ai đã làm ra cái ứng dụng vô tác dụng này, phức tạp, khó sử dụng.",negative
Tải ảnh lên trên ứng dụng mà sao không tải thẳng ảnh luôn lên mạng,negative
Rất hay & có nhiều chức năng. Cảm ơn nhà phát triển ứng dụng,positive
Ứng dụng tốt lắm đó không cần sửa thêm nx đâu hihi,positive
Những hình ảnh của tôi rất đẹp và rõ nét hơn,positive
Cái nội dung này quá tuyệt Và rất đáng khen,positive
"Ứng dụng rất hữu ích, cảm ơn nhà phát triển",positive
Giúp tôi tìm lại những kỷ niệm ngọt ngào 😄,positive
"Phần mềm này tốt lắm,các bạn nên tải",positive
toi muon dan xuat nhung khong duoc,negative
"Good! Noi chung la tot, nhung can phai dieu chinh them ve chinh sua anh, va cung can xem lai cach ghep anh tu dong de tao nhung khoanh khac hoan hao hon...",positive
"Google Photos ,rất tuyệt vời, lưu giữ hình ảnh tuyệt vời, rất hữu ích cho mọi người sử dụng, cảm ơn Google Photos cùng nhà phát triển, rất mong nhà phát triển càng ngày sử dụng công nghệ, phù hợp nhất, hữu ích hơn nữa, cảm ơn",positive
đã tốt hơn mong gg tặng thêm dung lượng nữa,positive
xem video cứ 2p màn hình nháy nháy là sao? Khó chịu cực kỳ,negative
"Google cungcấp các ứng dụng rất chuẩn mực, chính xác, hình ảnh rất đẹp",positive
Ứng dụng rất tiện cho việc lưu trữ 👍👍👍,positive
"Tiện lợi vô cùng, không gian lưu trữ không giới hạn, bảo mật cao..!!",positive
Ứng dụng rất hay nó giúp tôi lưu trữ ảnh,positive
Tuyệt vời lắm ạ .nghiền app này để giữ hình,positive
nó rât là huu ích và tôt,positive
cat dat that la tien loi wa,positive
"Ung dung rat huu ich, thank Google ...!!!",positive
"Rất ok ,hiềm vì bộ nhớ ít....",positive
tot tot tot tot tot.cho 5 tot,positive
"Hay. Nhưng mục sao lưu ở đâu để tôi khôi phục ảnh thì tôi không biết, cho thêm ngày cụ thể thùng rác tự đông xóa file",positive
"Từ khi cập nhật mới thì không sử dụng được,mổi khi mở thì máy báo là"" Rất tiếc,Ảnh đã dừng lại. Mong sẽ có bản cập nhật mới fix lỗi này",negative
Ứng dụng rất tốt nhưng mong rằng sẽ cải thiện nhiều hơn nữa,positive
Tôi rất hài lòng vì đây là một ứng dụng tốt,positive
mình xài được một thời gian thấy xài rất tiện ích cho đt,positive
Thật đáng tiếc là không có mật khẩu,negative
Rất tuyệt vời và vô cùng tiện lợi,positive
Tôi rất yêu thích cái ảnh này,positive
Rất tiện lợi khi đổi điện thoại,positive
Sao coi video bị đứng vậy ad,negative
Rất hài lòng với ứng dụng này,negative
"Rất thú vị, xin cám ơn các bạn.",positive
Dùng cực kỳ thích. Bao nhiêu năm vẫn thích!!!😘,positive
"goolegle ảnh nói chung rất đạt yêu cầu song vì hơi phiền phức bởi cập nhật thường xuyên . Gắn thẻ sd tuy đáp ứng một số yêu cầu như mong muốn , Nhưng rất phiền phức khi chụp ảnh hỏng khó xóa ...",neutral
Sao phần hình đc tải trên good về ko hiển thị trong đây z. Cái khác đều OK chỉ có xíu xiu là tải ở good là ko thấy thôi.... rốt cuộc là vì sao ko hẻo.,negative
google pho tos nhanh tạophim hay nhanh song chia sẻ được trên fb thì tuyệt vời biết bao như mọi lần mình vẫn tạo phim trên...,positive
"bản trước hay, bản mơia cập nhật cực lag k xem đc ảnh, trong khi mạng rất ổn định k phải lỗi do mạng, mong ad fix lại",negative
Cần có thêm tính năng tìm và loại bỏ những ảnh giống nhau,neutral
Bong dung mot ngay tu nhien lai mat het anh va video,negative
May anh hoat domg khonh tot khonh kich hoat đọc được goi,negative
anh tot đep nha cb hay tai nha,positive
Google Photos thật tuyệt vời . thanks,positive
Ứng dụng cho tôi rất nhiều tiện ích. Thank nhà phát triển,positive
Nói chung là được gìn giữ được những khoảnh khắc của người dùng thật là tuyệt vời,positive
Ncc dell có j mới mà kêu cập nhật phiên vcl,negative
Ứng dụng cạnh tranh với Facebook ... Ngày càng có thêm nhiều tiện ích hỗ trợ người dùng.,positive
qua tuyet voi cho du hu may hay xoa nham van lay laj duoc ảnh,positive
Chọn vào ảnh đen thui màn hình,negative
"thật tuyệt vời, làm mình nhớ đến nhiều kỷ niệm",positive
Trợ lý chưa phân loại ảnh được tốt,negative
Quá tuyệt vời cho ứng dụng miễn phí,positive
Rất thich.vua hay lai giải trí . giết tg rất nhanh.,positive
Thật tuyệt vời .khi sử dụng ứng dụng này ...,positive
"nhanh chóng , chính xác , tiện lợi .",positive
Nếu đồng bộ ảnh được sắp xếp theo như thư mục trong máy điện thoại thì khi tìm kiếm hình ảnh lại dễ dàng hơn nhiều. Nên bổ sung tính năng tìm kiếm ảnh theo tên file để lọc ảnh bị trùng.,neutral
"mọi thứ đều och, chỉ trừ cái ảnh ghép là k đc theo ý mk thôi, nên có nhiều loại khung, kiểu ghép do ng dùng tự chỉnh , chứ cứ chọn 2 ảnh xong là tự ghép cho ng dùng, nhiều khi k đúng theo ý của ngdùng, bực mỗi cái đấy. dùng thêm sẽ cho thêm khuyêt điểm sau",positive
"Ứng dụng sử dụng tốt. Tuy nhiên nó còn có chỗ phải khắc phục. Đó là sau khi chỉnh sửa ảnh trong ứng dụng xong thì ảnh gốc bị xóa bỏ và không thể khôi phục được nữa. Ảnh chỉnh sửa được lấy từ thiết bị khác sao lưu lên, và tôi chỉnh sửa nó trên thiết bị của tôi. Tuy không mất ảnh trên thiết bị kia nhưng nó khá bất tiện. Mong nhà phát triển khắc phục.",positive
quá ít tính năng. Thiếu tính năng hiển thị ảnh trên bản đồ để giúp tìm kiếm ảnh theo địa danh.,negative
"Rất tuyệt, trí thông minh nhân tạo là đây!",positive
"Đã cài đặt ứng dụng , đã cập nhật 2 - 6 -2020 mà không mở được ảnh ,thật dở hơi , bực mình quá . Dùng phiên bản cũ còn hơn !😡😡😡",negative
Nơi lưu trữ tốt nhất những kỷ niệm.,positive
Rất ý nghĩa. Nhờ ứng dụng này nên giữ lại những hình ảnh của mình,positive
"Ứng dụng hay :D mình có thể tha ga lưu trữ từng khoảnh khắc sau đó backup lên hết mà k lo hết bộ nhớ, hơi tiếc ở chỗ mình biết apo này hơi trễ nên chỉ lưu đc hình từ 2014 trở đi. Còn trc đó chưa biết việc backup ở đâu nên hình bị mất nhiều uổng quá",positive
Quá tuyệt vời với bản cập nhật lần này !,positive
Nhờ bạn mà tôi không cần đầu đọc thẻ nhớ để coppy từ điện thoại sang máy tính. Tôi xem được hình mọi lúc mọi nơi khi có internet.,positive
"Rất thích ! Tôi thích lưu ảnh trên Google Photos theo thư mục, giống như đã lưu trên điện thoại, để dễ tìm kiếm. Xin cảm ơn !",positive
"Cám ơn các bạn đã cho tôi một kho ứng dụng vô cùng tốt, lưu trữ dữ liệu tuyệt vời",positive
"Rất thích mục này nhưng không biết sử dụng các ứng dụng khác,mong các bạn chỉ dẫn thêm .",positive
"Khá ổn dù có những phần còn lỗi, không tùy chỉnh dc gây khó chịu",positive
"Không thể tải ảnh về từ Photos. Xóa ảnh trên thiết bị, ảnh trên Photos bị xóa theo. Mong sớm khắc phục. Thanks.",negative
"nâng cấp android 9 sao ko thu nhỏ ảnh theo tháng , năm dc vậy",negative
Lúc trước rất thích app này vì có thể lưu đc nhiều ảnh không cần tốn dung lượng trong điện thoại. Nhưng sau khi cập nhật thì sao lưu ảnh load cực chậm.. hy vọng sẽ khắc phục,negative
Cả ngày Có thể dùng đúng tiểu là một ứng dụng rất là hay mong hỏi người hãy đánh giá 5 sao,positive
rất thích trợ lý mong trợ lý làm việc nhiều hơn nữa,positive
Công nghệ thông tin thật đã. google là oke rồi,positive
tìm ảnh trong album hơi lâu do cách sắp xếp ảnh,negative
rất tốt cho 1 ứng dụng miễn phí,positive
Định cho 9 sao thôi nhưng hông đượcccccc,positive
Không thể khôi phục ảnh đã xóa,negative
cần cải thiện chức năng tìm ảnh,neutral
sao ko lưu đc ảnh của B612 vậy .😥😞😞😞,negative
"Hãy thêm giao diện tối, cảm ơn!!",positive
Dùng 4G cập nhật ảnh k đc chán chỉ dùng wifi chỉnh sữa lại thì ok,negative
tôi không gởi được hình khi gởi nhận xét cho bạn bè được.hãy giúp tôi .cám ơn Google +. i can't send my pics in my album to all friend 0n thier pages.help me please .thak you.,negative
Quá tuyệt vời giúp tôi lưu giữ ảnh,positive
Khá là ok.chỉ là nhiều lúc ứng dụng tự out,positive
"Rất ok rồi, tuy nhiên nếu có thể nhập 2 hay nhiều ảnh giống nhau lại thành 1 thì tuyệt vời nhất. Mong ad xem xét vào upd phiên bản mới nhất ạ",positive
"Rất tốt, nhưng đề nghị quý anh chị tạo phai để quản lý am bun, chứ ambul nhiều quá không quản lý nổi, có phai để quản lý am bun theo chủ đề",positive
"Cập nhật những khoảnh khắc tưởng chừng như đã quên, rất thú vị.",positive
that ra ứng dung nay tui sài đa 5năm va tui luon vua long voi ung dung nay giup tui giữ lai nhưng hình ảnh và kỉ niệm bao nhiu nam nay va khi tui mua may khac nhap so tai khoan hinh vẩn con cam ban,positive
"Giải phóng dung lượng ảnh. Thông báo Đã sao lưu vào tài khoản Google của tôi, sau khi xóa vẫn sẽ lưu trong tài khoản Google của tôi. Nhưng sau khi giải phóng đã bay hơi hơn 200 thư mục ảnh gốc. Không hề có lưu thư mục ảnh nào trong tài khoản Google của tôi . Tôi đã mất hết hơn 200 ảnh, kỷ niệm của mình, gia đình, bạn bè và người thân. Cảm thấy cực tệ !",negative
